product_name,product_type,rating,title,review_text
Hing Powder,ground spices,5.0,Nice,Very Nice AromaMakes Dishes Very tastyHappy to use
Aromatic Tea Masala,indian spices,5.0,Best chai masala ever!!,I have been drinking tea for 30 years now and this is the best tea masala I have ever had.
American Barbeque Spice Rub,international seasoning,5.0,Awesome,"Flavor are awesomeNo added colorBest for topping in pizza , sandwiches garlic bread and maggieBest combo with respect to price ,quality and quality"
Tellicherry Black Pepper Powder,ground spices,5.0,Authentic Black Pepper Powder,The pungency was amzing! I also liked the glass jar rather than plastic bottles as plastic leaves residue in spice over time.
Smoked Paprika Powder,ground spices,4.0,Must have spice..,Nice flavour...
Shichimi Togarashi Seasoning,international seasoning,1.0,Hardly any taste,Seasoning spices are supposed to be sprinkled lightly on your dish and that should do the job. This one doesn't. Small quantities add no flavour at all.I am disappointed. Priced too high and yet does nothing much.
Kashmiri Chilli Powder,ground spices,5.0,Significantly enhances the taste of the curry,I was supposed that this product Significantly enhances the taste of the curry.Would definitly continue buying
Shichimi Togarashi Seasoning,international seasoning,5.0,Amazing Flavour !!,Loved this spice. Very flavourful and so easy to use on top of our favourite Asian dishes!! Must buy !!
Exotic Biryani Masala Spice Mix,indian spices,5.0,Authentic n pure,Very good and as described product. One should go for it.
Cochin Ginger Powder,ground spices,5.0,Quality and packaging,"Quality is best and so aromatic while using.Powder form is good as other market brand.uses in tea, milk and dishes are enhance taste and make healthy too.Attractive and reusable bottle is good."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Superb taste,Peri perigot great taste and chilli lime can be used in many dishes .
American Barbeque Spice Rub,international seasoning,5.0,"Delicious, fresh and full of flavour","Noticeably better quality vs. other barbeque spice options, great for adding flavour to meat, paneer and other foods"
Tellicherry Black Pepper Powder,ground spices,5.0,Good product,Liked the product. Used in various types of South Indian curries
Zesty Chilli Lime Seasoning,international seasoning,5.0,Awesome,"Perfect seasoning for all dishes. I tried with popcorn and salads, tastes too good. It smells like maggie masala with perfect color and blend."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Flavor Explosion,"I recently tried Crista Zesty Chilli Lime Seasoning, and it has become an absolute staple in my kitchen! This seasoning blend is a game-changer, adding a burst of flavor to every dish I've tried it on.First off, the aroma alone is enough to make your mouth water. As soon as you open the jar, you're greeted with the enticing scent of fresh lime and spices.But it's not just about the smell - the taste is where Crista Zesty Chilli Lime Seasoning truly shines. The balance of tangy lime and spicy chili is perfection. It adds a kick to grilled chicken, roasted vegetables, and even popcorn! I love how versatile it is; I've used it on everything from tacos to salads, and it never fails to impress. What's also great is that a little goes a long way. Just a sprinkle of this seasoning is enough to elevate any dish, so the jar lasts a while. Plus, the packaging is convenient and keeps the seasoning fresh.Overall, I can't recommend Crista Zesty Chilli Lime Seasoning enough. If you're looking to add some excitement to your meals, this is the perfect choice. Trust me, once you try it, you won't want to cook without it!"
Classic Italian Seasoning,international seasoning,5.0,Flavour is on point,"This one is amazing..the flavour is really good, aromatic and gives food the perfect flavour. Loved it!"
Tingly Sichuan Peppercorn Seeds,whole spices,1.0,Quality is not good,It seems the product sold ment to serve those customer who are unaware of real taste and fragnance of this product.It do not have even 10% potency of what you get from average product sold in Europe or East Asian countries.
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Nice flavour and great aroma !!,These peppercorns are not easy to find so I am happy I did. Gives a good quality to my Chinese food like stir fries and can even garnish on foods to enhance the strong distinct flavour. Don’t eat raw 😅
Creamy Paneer Makhani Spice Mix,indian spices,5.0,Awesome makhani masala,"The paneer makhani gravy turned out awesome! Yum in the tum, just the right colour to the gravy and balance of spices."
Tellicherry Black Pepper Powder,ground spices,5.0,Authentic Black Pepper Powder,A Very strong and authentic aroma. Easy to use bottle and no need to grind when you need so that saves your time.
American Barbeque Spice Rub,international seasoning,4.0,Tasty,"The spices are of such good quality.. the tandoor masala gives a smoky flavour to the food.. used them to marinate paneer, mushroom and capsicum.. they will add to the flavours"
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Very nice,"It's my first time buying thisJust received the product and it's definately not our simple black peppercorn, was concered for this part.Haven't yet tasted it but the fragrance is good.Some are brown black while some are dark, the colour of Sichuan pepper corns."
Hing Powder,ground spices,5.0,Great hing..,This is a great hing. It ads a nice flavor to my meats and seafood everyday.
Kashmiri Chilli Powder,ground spices,5.0,Excellent,Good
Bombay Sandwich Masala,indian spices,5.0,Good taste,Simply love it
Cassia Powder,ground spices,5.0,Too good,Taste is so natural make food so delicious snd yummy definitely you have it products quality is suprb no dout it's so good go for it
Smoked Paprika Powder,ground spices,5.0,Must buy!,"Heard about this brand from a friend and the Paprika Powder is a real find - good heat, great texture. Used it in preparation of a Chinese stir fry and it was yummm"
Classic Italian Seasoning,international seasoning,4.0,Flavor Explosion,"It takes your taste buds on a journey with its perfect blend of herbs and spices. The flavors burst in your mouth, enhancing the taste of any dish, from pasta to pizza. A true explosion of Italian goodness that elevates your cooking to a whole new level."
Chowpatty Pav Bhaji Masala,indian spices,5.0,Best pav bhaji masala ever!,Very authentic and results in pav bhaji even better then the typical (excellent) Mumbai street food pav bhaji.
Toasty Za'atar Spice Mix,international seasoning,4.0,Very good taste,Very good taste
Zesty Chilli Lime Seasoning,international seasoning,5.0,Most genuine Chilli and lemon spice mix,"I am reviewing it after using this product for more than a week, I must say that This is genuine chilli lime. Medium spicy and can use on many food items. I used it on daal chawal and Paneer items."
Punjabi Chole Masala,indian spices,5.0,Amazing Taste,"Really fresh aroma, great taste and spice level is perfect."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Yummmm flavour,My moga chips with the zesty lime flavour were a super hit at the party.Must try flavour.
Hing Powder,ground spices,5.0,Excellent product quality...,Must try and return- this hing is perfect for your cooking- very strong and pure
Tellicherry Whole Black Pepper,whole spices,5.0,Fresh and pure taste,"Started with a few items from their international range which I absolutely loved, have now switched up all the Indian spices and blends in the kitchen as well to include Sambhar masala, paneer Makhani, whole peppercorn, turmeric, Pav bhaji, Biryani masala, red chilli powder etc. Can really taste how fresh, pure the spices are. Also made a big difference to how yummy the food tastes !"
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Awesome,Nice taste and smells good. Packaging was too good.
Cochin Ginger Powder,ground spices,5.0,Amazing product,Quality packing everything to taste is brilliant
Shichimi Togarashi Seasoning,international seasoning,5.0,As authentic as can be,What I liked most is that the chilli was not overpowering like other Indian variants. It was a complex flavour and very balanced. Used it with my sushi.
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Nice Aroma and Superb Quality,The quality of the peppercorns is perfect. It provides perfect aroma to my dishes.
Bombay Sandwich Masala,indian spices,5.0,Taste👌🏻,This Sandwich Masala tastes great and fresh. A perfect blend of chatpata tangy flavour. Must try!
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Perfect for your snacks,"Glass packaging looks nice and it has two division on cap. That's a plus point. I used it with french fries and this spice mix brings tangy twist. It is true to what it claims, a very nice blend of spices. Loved it!"
Bombay Sandwich Masala,indian spices,5.0,Superb Product,"Superb Quality, I have to say this that this is a great product. Must try"
American Barbeque Spice Rub,international seasoning,5.0,Barbeque scenes @ home!!,"I was very impressed with the quality of the product I received. It was exactly what I was hoping for..The packaging with double openings , one to sprinkle and other to be spooned ,amazing kind of an innovative solutions!!i had a wonderful kind of experience with the product , the taste was such a yum that it wil be my prime takeaway with my future kitty parties , get togethers and picnics along wit my barbeque.A must try one !!"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Yummy!,Super versatile seasoning-use it on fruits and thoroughly enjoy the tanginess and medium spicy flavour. Just perfect!
Kashmiri Chilli Powder,ground spices,5.0,Nice 👍,Very good chilli powderTari bahot badiya aa rahi hai curries mein
Zesty Chilli Lime Seasoning,international seasoning,5.0,Excellent taste add-on,"I absolutely like the taste of chilli and lime. It really elevated the taste of scrambled eggs, cheese toast, grilled chicken and salads. It is very well packed and the slots inside ensure freshness. Fresh and good quality ingredients really make this a good add-on."
Exotic Biryani Masala Spice Mix,indian spices,5.0,Amazing,"Amazing product. Tastes good,aroma is perfect.it adds taste to the biryani n makes our work easy"
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Best quality,the flavour and quality of these pepper corn are very nice. The packing is very nice. I loved it.
American Barbeque Spice Rub,international seasoning,5.0,Delicious Spices,These two made the dishes taste so so good. The Tandoori Masala was very nice and The Barbeque Spice made the vegetables absolutely delicious.
Dried Garlic Powder,ground spices,5.0,Excellent Substitute of Garlic,It has a very authentic aroma I usually use it instead of Garlic pods. We even use it in fried eggs along with salt and pepper. It is very smooth and enhance the flavour of vegetables.
Zingy Seasoning Salt,international seasoning,5.0,Nice product,Awesome taste. Sprinkle the Zingy seasoning salt on your salad and enjoy
Aromatic Tea Masala,indian spices,5.0,Too good flavour and freshness,Very good taste… aromatic … fresh flavour bustling with my tea boiling every morning setting up my work mode on !!! Must try !!!
Kashmiri Saffron Leaves,whole spices,5.0,Super saffron,"kashmiri Saffron is an exquisite spice that truly enriches culinary experiences. Its vibrant crimson threads hold a delicate aroma and a distinct flavor that elevates any dish to new heights. The premium quality saffron I recently acquired displayed remarkable potency and freshness. Its earthy notes and subtle floral undertones added a luxurious touch to my dishes, enhancing their overall appeal. While it may be a pricier spice, the unparalleled taste and captivating hue make saffron a worthwhile investment for those seeking to indulge in the finest flavors."
Turmeric Powder,ground spices,5.0,Highly recommend CRISTA Spices!,"I ordered the CRISTA turmeric powder - and I strongly recommend it. It was so pure, no preservatives at all! The taste was amazing - and I add it in almost everything I eat or use it for my healthy drink concoctions. And it’s very well priced and complete value for money."
Cochin Ginger Powder,ground spices,5.0,Nice product,Product worth buying
Zesty Chilli Lime Seasoning,international seasoning,5.0,Tasty,Good proportion of spices made it balanced!
Zesty Chilli Lime Seasoning,international seasoning,3.0,Bottle variant of Maggi masala,Tastes like bottled variant of maggi masala with hint of Lime. Raw flavour of chilli.
Tellicherry Black Pepper Powder,ground spices,4.0,Spicy spice,"This pepper powder is spicy and fresh with a bright aroma.I am using it every day for my salads, and also I have used it in my pasta and soup.It gives a nice spice smell in the food."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Amazing seasoning for salads and fruits,This Crista Zesty Chilli Lime seasoning is so yum and refreshing. Give it a try with boiled veggies or raw salad. Too good. Enjoying the flavour. Eating veggies got fun!!
American Barbeque Spice Rub,international seasoning,5.0,Easy to use & tasty,"I think the BEST part about this product was that it’s pre mixed to perfection, ready for marinating … used it on both chicken and paneer and they worked beautifully on both. easy to use, quick, and tastes amazing. the bottle is air tight and so whatever is left can be reused. fabulous buy!"
Kashmiri Chilli Powder,ground spices,5.0,Great Taste!!!!,It has an amazing flavour. Totally loved it.
Shichimi Togarashi Seasoning,international seasoning,4.0,Tastes good,"One fourth part of this product is empty! The taste is great, the packaging of it was awesome too but why so much empty space 🥲"
Hing Powder,ground spices,5.0,Good and flavourable,A bit strong hing gives a quite strong smell. It is very splendid product which makes food so delicious.very please with this product.
Classic Italian Seasoning,international seasoning,5.0,Can go for It !!,Must Buy!!This Italian seasoning by Crista completely served the purpose of seasoning as it enhanced flavour of my Pizza.It's Just how much a Pizza tasted better with just a little flavouring!!Can go For It.
Aromatic Tea Masala,indian spices,5.0,Very good quality,Excellent Aroma best masala chai
Kashmiri Chilli Powder,ground spices,5.0,Great packaging and a superb product too!,"I'm very impressed with the attention to detail in terms of packaging the product. Crista Spices has done a great job in ensuring that it reaches you in perfect condition. Apart from that, the spice itself is top quality. Kudos!"
Black Salt Powder,ground spices,5.0,The best I've tried!,I found this particular brand of black salt to have a great flavour profile. It also seemed fresher than others.
Smoked Paprika Powder,ground spices,5.0,Highly recommend,This is a very good productThe quality of the paprika is excellent. It is adding super flavours to all the food. Highly recommend to try it.
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Good product,Good
Zesty Chilli Lime Seasoning,international seasoning,5.0,Great Taste,Was doing some cooking trials today so decided to use the Chilli Lime seasoning from Crista… sprinkled it over a few different things and also used is as a part of a marinade. Absolutely fantastic product. Spice levels and acidity were perfect. Highly recommend.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Very nice chilli lime spice,This masala is very tasty my son enjoyed on his french fries. Good purchase.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Excellent seasoning,This seasoning is excellent. Tried it on fruit chat and French fries. Gives a nice spicy lemon flavor to the food. Comes with an easy to use sprinkler.
Kashmiri Chilli Powder,ground spices,5.0,Excellent quality chilli powder,Liked this chilli powder a lot gave a nice colour to the food and is not very spicy either.
Kerala Nutmeg Powder,ground spices,4.0,Good quality,It's good quality. Powder is little course. Wish that it could be a little finer.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Chilli lime flavour exceeded expectations,Highly recommended by a friend and I have been using it on my proteins and loving it!
Amchur Powder,ground spices,5.0,Great product!,The quality is amazing. Smells and tastes fresh as well. Love the packaging.
Bombay Sandwich Masala,indian spices,2.0,Sandwich Masala,Not at all good Sandwich Masala. Too much of Cinnamon is there and overly Cinnamon flavoured. Hence spoils the joy of eating a Sandwich
Cumin Seeds,whole spices,4.0,Review,Good. Need cost reduction.
Aromatic Tea Masala,indian spices,5.0,nostalgia,When i was a child my mother used to give us tea with home made masalawith a lot of milk.The smell of Crista masala brought back childhood memories as it tasted and smelled just like my mother's home made tea masala.Th Crista masala gives immense comfort re quality of the ingredients
Hing Powder,ground spices,5.0,Wow! Great Quality!,"Top aroma, smells fresh and potent!"
Smoked Paprika Powder,ground spices,5.0,A must,This paprika is highly recommended as it elevates the food prep instantly.
American Barbeque Spice Rub,international seasoning,3.0,Average,You don't get a Barbeque flavour . Not going to buy again for sure .
Italian Pizza Seasoning,international seasoning,5.0,Awesome Product,Awesome Product
Bombay Sandwich Masala,indian spices,5.0,Sandwich Masala,The sandwich masala was totally chatpatta. I tried it in a kaccha mumbai roadside style sandwich and felt I got as close to taste as that. It tastes yummy just sprinkled over boiled potato slices as well
Zesty Chilli Lime Seasoning,international seasoning,5.0,Excellent Seasoning.,Great seasoning for mildly spiced dishes. Will buy again when I need it.
Cochin Ginger Powder,ground spices,5.0,Good,Good product and price range value for money over all so good
American Barbeque Spice Rub,international seasoning,5.0,Tasty seasoning,"I had used smokey tandoori mix on the topping mix of the pizza and barbeque spice rub use it to marinnate mashroom tikka .The pizza flavor was good it was bit spicy and can feel the flavor of garlic and ginger as well as, the black pepper flavor was also prominent the only thing that I added on the pizza was chilly flakes as it was not very spicy.I regularly make mushroom tikka as it is my daughter favorite ,the tandoori masala mix enhance the taste of mashroom tikka."
Kashmiri Chilli Powder,ground spices,1.0,Poor quality,Be poor quality
Bombay Sandwich Masala,indian spices,5.0,Good taste,I ordered this sandwich masala for the first time just to check it's flavour and how it could enhance my regular sandwich I must say I was happy with the taste. My family Memebers enjoyed the sandwich treat.
Tellicherry Black Pepper Powder,ground spices,4.0,Good product in this price range,Great packaging
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Impressed,Very Highly impressed by such a good quality product in the market. Fresh and potent.Great packaging too.Definitely recommended.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Chilli lime seasoning,"Wow, this chilli lime seasoning is a game changer! The blend of spicy chilli and zesty lime creates the perfect balance of flavours. I've been using it on everything from grilled chickento roasted vegetables, and it never disappoints."
Bombay Sandwich Masala,indian spices,5.0,Amazing aroma of spices,"Crista Bombay sandwich masala has an amazing aroma of spices. It does not contain onion n garlic. The masala enhances the taste of sandwich. I use it on salads, paneer receipes and daily cooking. My entire family loved the taste so much ."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Superbbbb taste and quality,Excellent taste..... I am purchasing this product from past 5 months for my coffee shop and the customers are really liking it
Zesty Chilli Lime Seasoning,international seasoning,5.0,Finally found something...,"I'm always on the go and this YUM chilli lime seasoning is a permanent feature in my bag now, Sprinkle it on all of dishes... best!"
Dried Garlic Powder,ground spices,5.0,Excellent,Liked that it is not very sticky and aroma was excellent. Reasonable price also.
Smoked Paprika Powder,ground spices,5.0,Quality and taste,"Great quality and great tase. Made from best natural ingredients, and you can taste the difference from other similar products. I have bought several different spices from them from their website after this. Never disappoints. I readd this comes form a house of spice exporters, so one can expect international quality always."
Tingly Sichuan Peppercorn Seeds,whole spices,5.0,Nice theekha corns,These sichuan corns are yummm just the right level of zip. It’s a must have for spice lovers. Tried this in dimsum fillings and even in Chinese soup!! Try it!!
American Barbeque Spice Rub,international seasoning,5.0,Elevated our meals!,"Both these seasonings are fab. We used thesmoky tandoori spice rub in our paneer and chicken marinades and as a ready seasoning on top of cooked food too. the BBQ has been a staple on our table, best in stirfrys, sizzlers and most recently tried in a salad dressing too! Highly recommend giving them a go :)"
Tangy Peri-Peri Spice Mix,international seasoning,5.0,LOVVEEEEE IT!,"Crista Spices has spiced up my life in the most delightful way! Their Peri Peri and Chilli Lime Seasoning are my absolute favorites. The quality is outstanding, with vibrant aromas Whether I'm grilling chicken or snacking on popcorn, these spices add an explosion of flavor. The spices can be sprinkled on list really anything. They go well with eggs too!"
Smoked Paprika Powder,ground spices,4.0,Great option in market,"Good option in the hunt of exploring Korean flavours, this does the job, use in moderation as it is quite spicy"
Umami Furikake Seasoning,international seasoning,5.0,Yum Discovery,Glad to find an authentic Furikake made of fresh ingredients . The aroma and taste on the avocadosis too good!
Zesty Chilli Lime Seasoning,international seasoning,5.0,Regarding chilli lime spice,This spice is amazing…it’s very tasty and not very spicy just perfect…and the best part is can be used on almost everything possible…it’s a must try👌👌
Cochin Ginger Powder,ground spices,5.0,Value for money,"100% Pure and Natural, Value for money."
Dried Garlic Powder,ground spices,5.0,Very poor,"Very bad taste, comes in a broken bottle"
Mexican Taco Seasoning,international seasoning,5.0,Tacos was too good,"The mexican food turned out too good with this. Better than EL Pasco, which is spicy but this is flavourful"
Italian Pizza Seasoning,international seasoning,5.0,Superb taste,Amazing spice blend. Perfect addition to pasta & pizza dishes
Creamy Paneer Makhani Spice Mix,indian spices,5.0,The most flavourful creamy mix,"My kids never ate paneer at home as they thought it lacked flavour and the creamy punch- but after trying Crista , they ask for it every week! The Paneer Makhani Blend is a perfect mix of the right punjabi flavour and has the right spice level."
Tellicherry Black Pepper Powder,ground spices,5.0,Good Taste,"Love the authentic taste of Crista Pepper Powder. I like the sun-dried process because it preserves its natural essence, making it a standout choice for any dish. Highly recommended!"
Zesty Chilli Lime Seasoning,international seasoning,2.0,Just a regular Chilli Seasoning,"No taste of lime, only chili. Better get any chili power and mix amchur powder with it. That will taste much better than this."
Zesty Chilli Lime Seasoning,international seasoning,5.0,It adds zest to your meals,"It's a small bottle,but packs a punch. Adding just a sprinkling of it to your food/ salad/ dressing enhances the taste.I loved it"
Black Salt Powder,ground spices,5.0,Excellent,"Crista products are truly value for money - great quality, well packaged & timely delivery. I’ll be buying again 👍🏻"
Dried Garlic Powder,ground spices,5.0,Real taste,Real taste of garlic.This is pure garlic powder
Umami Furikake Seasoning,international seasoning,5.0,Umami furitake seasonings,Used it for a salad dressing and everyone commented on how great the salad tasted!! Amazing product Crista!! Waiting for more such seasonings and flavours from you!
Toasty Za'atar Spice Mix,international seasoning,5.0,Best Zaatar in the market,"The best quality spice and most tasty and authentic tasting zataar! I’ve ordered this many times (for fattoush salad, falafel wraps and even sandwich seasoning) and will continue to."
